pk_shop,date_collected,shopid,name,join_month,join_day,join_year,item_count,follower_count,response_time,response_rate,shop_location,rating_bad,rating_good,rating_normal,rating_star,is_shopee_verified,is_official_shop
20210628287993221,2021-06-28,287993221,trendythreads.rzl,July,22,2020,84,4404, 11:38:09,50,"Cainta,Rizal",33,1826,95,4.76,0,0
2021062859054130,2021-06-28,59054130,EAZY GOODS,March,3,2018,310,2720, 11:49:04,49,"Pasay City,Metro Manila",46,1212,95,4.63,0,0
20210628273094218,2021-06-28,273094218,xiaoyi.ph,June,11,2020,196,56827, 08:28:20,94,,132,16574,492,4.85,1,0
20210628312059830,2021-06-28,312059830,Mezz8 Garments,September,20,2020,162,7774, 12:04:41,17,"Quezon City,Metro Manila",32,3365,152,4.82,0,0
2021062850261908,2021-06-28,50261908,Sew- In Style,December,29,2017,69,31341, 10:25:46,86,"Pasig City,Metro Manila",116,22454,448,4.9,0,0
20210628281266301,2021-06-28,281266301,clothingpalette.10,July,4,2020,69,89165, 11:30:10,23,"Taytay,Rizal",99,30327,545,4.92,0,0
20210628297008262,2021-06-28,297008262,Jimei Shop,August,15,2020,31,497, 12:05:23,69,,3,128,9,4.69,1,0
20210628284009378,2021-06-28,284009378,90's Shop Manila ,July,11,2020,62,25218, 08:45:23,88,"Quezon City,Metro Manila",6,2457,55,4.89,1,0
20210628365159569,2021-06-28,365159569,havefun.ph/CropTop/dress/Bra,December,29,2020,581,3862, 11:12:00,73,,12,1153,27,4.87,1,0
20210628373953071,2021-06-28,373953071,LK Shop ph,January,16,2021,110,25191, 10:17:41,63,"Valenzuela City,Metro Manila",86,19835,490,4.88,0,0
20210628406683641,2021-06-28,406683641,rphmcloset,March,19,2021,101,748, 09:22:41,86,"Caloocan City,Metro Manila",0,199,4,4.9,0,0
20210628342905290,2021-06-28,342905290,POLARIS●FASHION,November,22,2020,2222,17426, 11:34:07,76,,59,7574,171,4.89,1,0
202106286077779,2021-06-28,6077779,Jianri,May,26,2016,52,4968, 11:45:09,71,"Marikina City,Metro Manila",75,2550,217,4.64,0,0
20210628294013171,2021-06-28,294013171,Ladyfair Fashion and Beauty,August,8,2020,35,64601, 09:48:29,100,"Malabon City,Metro Manila",78,6905,247,4.83,1,0
20210628289787386,2021-06-28,289787386,trendybestshops,July,27,2020,78,8017, 12:54:31,61,"Pasay City,Metro Manila",56,5510,260,4.81,0,0
20210628307419427,2021-06-28,307419427,shanshan.ph,September,9,2020,163,2098, 12:15:06,71,,29,1915,125,4.75,0,0
20210628172176021,2021-06-28,172176021,COSHOP - women's clothes,August,22,2019,253,2860, 09:16:33,96,,96,3588,241,4.7,1,0
20210628155121457,2021-06-28,155121457,Aileen Fashion,June,13,2019,992,3898, 10:11:05,80,"San Nicolas,Metro Manila",27,8131,154,4.91,0,0
20210628417317962,2021-06-28,417317962,MEIMEITALL,April,5,2021,486,1566, 09:25:14,89,,11,701,29,4.82,1,0
20210628140134509,2021-06-28,140134509,sanshop.ph,April,15,2019,239,3521, 09:30:50,82,"Caloocan City,Metro Manila",29,890,74,4.65,0,0
2021062840117535,2021-06-28,40117535,Women Blouses | MYQUEEN,October,24,2017,1827,106169, 10:08:22,94,,3332,75478,6467,4.58,1,0
2021062850579919,2021-06-28,50579919,Dayday Collection,January,1,2018,17,777, 10:45:25,33,"Calamba City,Laguna",2,105,3,4.83,0,0
2021062863369513,2021-06-28,63369513,Beauty And Fashion BLOUSE COD,April,2,2018,1413,8535, 11:37:58,51,,421,16198,815,4.73,0,0
20210628141535018,2021-06-28,141535018,Diya Stand,April,22,2019,305,71430, 12:07:50,57,"San Nicolas,Metro Manila",235,34931,889,4.87,0,0
20210628258468274,2021-06-28,258468274,MON AMIE PH,May,6,2020,432,155043, 12:00:27,44,"Taytay,Rizal",890,152420,3074,4.89,0,0
20210628219216737,2021-06-28,219216737,XRUI ❤ Womenjacket,January,14,2020,447,4972, 08:40:39,100,,66,1614,119,4.6,1,0
2021062862651467,2021-06-28,62651467,shoppingaddicts,March,28,2018,2000,29278, 11:44:29,66,,536,17839,1183,4.68,0,0
202106285302656,2021-06-28,5302656,Ulzzaang.ph,May,3,2016,411,147100, 10:06:09,76,"Bacoor,Cavite",190,25887,644,4.87,0,0
20210628287789175,2021-06-28,287789175,libin888.ph,July,22,2020,276,11886, 11:20:33,90,,72,3105,211,4.71,1,0
20210628262845064,2021-06-28,262845064,weabbyph.ph,May,16,2020,319,40725, 10:49:48,69,,119,10175,366,4.83,0,0
20210628254711738,2021-06-28,254711738,hello.may.ph,April,27,2020,429,17719, 09:55:14,96,,183,17728,739,4.81,1,0
2021062859595030,2021-06-28,59595030,LUSMAY,March,7,2018,851,32576, 11:42:35,79,,346,13196,687,4.72,0,0
2021062835339653,2021-06-28,35339653,affleck.shop,September,19,2017,749,18550, 11:13:04,49,"Tondo I / Ii,Metro Manila",333,12199,689,4.72,0,0
20210628303372405,2021-06-28,303372405,GDTima2.ph,August,31,2020,650,59573, 10:00:24,97,,232,14809,688,4.77,1,0
20210628328781757,2021-06-28,328781757,Giselle G&G shop,October,28,2020,287,24043, 09:51:31,90,,23,3736,99,4.88,1,0
20210628347488706,2021-06-28,347488706,X.Y fashion,November,30,2020,442,3211, 09:39:47,98,,36,1031,78,4.63,1,0
20210628271800741,2021-06-28,271800741,1989minishop,June,7,2020,122,22977, 12:24:28,61,"Pasay City,Metro Manila",291,20269,991,4.79,0,0
2021062845837310,2021-06-28,45837310,superhappybuy.ph,December,1,2017,4739,160051, 11:35:49,93,,2532,92867,5683,4.7,1,0
20210628189250648,2021-06-28,189250648,A5E Clothing Boutique,October,17,2019,320,1685, 09:18:02,100,"Magalang,Pampanga",2,798,16,4.91,1,0
20210628133089351,2021-06-28,133089351,goodseller999,March,13,2019,253,1493, 10:11:14,62,"Binondo,Metro Manila",76,2288,202,4.62,0,0
2021062811314636,2021-06-28,11314636,Lush Tiangge RTW Supplier,October,21,2016,197,32029, 11:40:58,8,"Taytay,Rizal",170,23279,540,4.88,0,0
20210628273201142,2021-06-28,273201142,Women's blouse-Crop Top,June,11,2020,1451,30919, 12:00:15,69,,117,13294,442,4.84,0,0
2021062891117081,2021-06-28,91117081,Ippeuni Agassi Shop,September,17,2018,234,9126, 09:01:09,63,"Caloocan City,Metro Manila",3,752,12,4.92,0,0
20210628147240166,2021-06-28,147240166,88jackshop,May,14,2019,234,2848, 08:54:28,77,"Caloocan City,Metro Manila",21,878,79,4.67,0,0
20210628400757425,2021-06-28,400757425,baboland.ph,March,10,2021,89,230, 09:32:39,96,,1,68,5,4.68,1,0
2021062836222507,2021-06-28,36222507,Beauty Fashion,September,26,2017,554,23851, 09:29:02,87,"Pasay City,Metro Manila",297,17546,683,4.8,0,0
20210628403534537,2021-06-28,403534537,Fairy - Crop Top & Dress,March,15,2021,268,394, 08:28:58,25,,0,34,1,4.89,0,0
20210628244604039,2021-06-28,244604039,Cherry'sBeauty,April,13,2020,1167,45794, 08:28:16,100,,124,10682,429,4.81,1,0
20210628192699788,2021-06-28,192699788,korean top and oversized shirt,October,28,2019,1282,30625, 12:55:26,67,,123,10092,416,4.81,0,0
20210628317527502,2021-06-28,317527502,"Women's clothing, underwear",October,3,2020,22,706, 10:11:57,96,"Sampaloc,Metro Manila",6,226,23,4.66,0,0
2021062867883391,2021-06-28,67883391,Meshmerize Fashion Gallery,May,3,2018,37,9224, 08:30:06,85,"Caloocan City,Metro Manila",1,1823,15,4.96,0,0
2021062853723999,2021-06-28,53723999,fashion wear 111,January,24,2018,276,7552, 13:04:30,70,"San Nicolas,Metro Manila",110,8886,273,4.83,0,0
2021062850582861,2021-06-28,50582861,Miss A PH,January,1,2018,401,71269, 11:34:42,48,"Taytay,Rizal",331,53521,1305,4.88,0,0
20210628331790042,2021-06-28,331790042,Crop Top & Korean Top,November,3,2020,703,91300, 11:24:46,100,,183,16794,524,4.85,0,0
2021062879439002,2021-06-28,79439002,J.A Online Shop,July,15,2018,206,16093, 11:17:57,15,"Mandaluyong City,Metro Manila",66,3634,209,4.74,0,0
20210628313474174,2021-06-28,313474174,Style Issa Women,September,23,2020,614,5148, 08:51:54,98,,66,2291,208,4.62,1,0
20210628177084026,2021-06-28,177084026,Maj's Collection,September,8,2019,42,894, 09:20:44,82,"Dasmarinas City,Cavite",1,381,5,4.94,0,0
20210628393059557,2021-06-28,393059557,Baclaran_rembrose,February,25,2021,221,4714, 10:50:56,91,"Pasay City,Metro Manila",0,23,1,4.88,0,0
2021062830386163,2021-06-28,30386163,kcshoppe,August,11,2017,382,26993, 13:12:00,63,"Pasig City,Metro Manila",60,18416,324,4.91,0,0
20210628100011971,2021-06-28,100011971,Korean fashion bags and tee.,October,31,2018,293,1593, 11:06:45,95,"Caloocan City,Metro Manila",9,372,7,4.81,1,0
20210628365058565,2021-06-28,365058565,LUCKY.HOUSE,December,29,2020,285,775, 12:54:35,47,"Tondo I / Ii,Metro Manila",8,539,20,4.83,0,0
20210628288394116,2021-06-28,288394116,Z&H🌿shop,July,23,2020,335,15307, 08:47:32,100,,31,5715,164,4.86,1,0
2021062850106625,2021-06-28,50106625,LGOH.PH,December,28,2017,326,65488, 11:11:09,72,"Pasay City,Metro Manila",531,60277,1611,4.87,0,0
20210628368444703,2021-06-28,368444703,Shopping Your Wardrobe,January,5,2021,160,1123, 09:33:05,67,"Caloocan City,Metro Manila",5,217,7,4.78,0,0
20210628401079546,2021-06-28,401079546,Huidong,March,11,2021,22,533, 09:02:00,91,"Sampaloc,Metro Manila",0,177,8,4.79,0,0
20210628162058206,2021-06-28,162058206,Wanderwoman0920,July,11,2019,103,499, 09:32:02,62,"Tondo I / Ii,Metro Manila",2,595,7,4.94,0,0
2021062839898577,2021-06-28,39898577,shienacu,October,23,2017,373,50762, 10:03:31,96,"San Nicolas,Metro Manila",341,49162,1133,4.88,0,0
20210628383858880,2021-06-28,383858880,mayushop.ph,February,5,2021,12,61, 08:33:48,100,"Quezon City,Metro Manila",0,8,0,5.0,0,0
2021062851849744,2021-06-28,51849744,adolphbob.ph,January,10,2018,289,2988, 09:02:09,55,,137,1762,211,4.42,0,0
20210628292495133,2021-06-28,292495133,ART_MAN,August,4,2020,882,5036, 08:50:42,99,,104,2980,219,4.63,0,0
20210628144287446,2021-06-28,144287446,DVX Divisoria Extension,May,3,2019,1575,537356, 09:41:53,87,"Caloocan City,Metro Manila",5599,907602,15802,4.9,0,0
20210628401150074,2021-06-28,401150074,ZK Boutique clothing store,March,11,2021,309,289, 11:38:20,98,,14,245,16,4.56,1,0
20210628202193803,2021-06-28,202193803,JFD Shop,November,23,2019,334,6502, 09:54:56,99,,394,10039,745,4.64,0,0
20210628362574372,2021-06-28,362574372,tongju.ph,December,24,2020,315,95, 08:22:14,88,,6,90,12,4.42,0,0
20210628139558229,2021-06-28,139558229,media.ph,April,12,2019,340,43951, 09:28:46,100,"Tondo I / Ii,Metro Manila",1447,31566,3016,4.56,0,0
20210628343498159,2021-06-28,343498159,men_clothes.ph,November,23,2020,1228,624, 09:52:49,100,,21,259,25,4.44,0,0
2021062864151604,2021-06-28,64151604,HUILISHI MEN'S FASHIONG,April,7,2018,233,33455, 10:13:49,90,"Pasay City,Metro Manila",778,47946,1793,4.81,0,0
2021062886411248,2021-06-28,86411248,EMILI-Y & U-VY FASHION,August,27,2018,694,502760, 08:43:49,97,"Las Pinas City,Metro Manila",10874,851747,32693,4.81,0,0
20210628440871071,2021-06-28,440871071,ENX3D.PH,May,10,2021,411,206, 10:20:30,100,,4,47,11,4.21,0,0
2021062851801232,2021-06-28,51801232,DriFIT,January,10,2018,62,16558, 10:59:15,94,"Valenzuela City,Metro Manila",286,23652,846,4.82,0,0
20210628136746139,2021-06-28,136746139,Solomon costumes,March,30,2019,110,3097, 13:23:50,52,"Pasay City,Metro Manila",79,1523,131,4.57,0,0
2021062841311013,2021-06-28,41311013,BuyMorePh,November,2,2017,354,1181347, 08:32:54,85,"Pasig City,Metro Manila",62235,947273,92488,4.5,0,0
20210628315439847,2021-06-28,315439847,HY Store,September,28,2020,99,10665, 10:01:56,98,,317,4757,512,4.5,1,0
20210628403612075,2021-06-28,403612075,Kaabin,March,15,2021,53,638, 10:14:36,98,,18,314,35,4.51,1,0
2021062897083327,2021-06-28,97083327,mensclothes1,October,18,2018,477,4400, 10:32:31,87,,113,7477,324,4.79,1,0
20210628161746899,2021-06-28,161746899,Elegant Men's Clothing Store,July,10,2019,307,1939, 11:22:08,51,,60,769,82,4.46,0,0
2021062875150237,2021-06-28,75150237,ykmencollection,June,18,2018,69,1779, 09:43:13,43,"Pasay City,Metro Manila",20,2397,63,4.86,0,0
2021062835369989,2021-06-28,35369989,ICM.STORE,September,19,2017,275,58598, 11:48:12,19,"Navotas City,Metro Manila",2432,70134,4377,4.67,0,0
2021062847114599,2021-06-28,47114599,Simplediva,December,9,2017,79,34575, 09:51:38,90,"Valenzuela City,Metro Manila",791,64306,2137,4.82,1,0
20210628266644184,2021-06-28,266644184,JUNEtime Shop,May,26,2020,788,32991, 09:27:17,98,,650,15587,1356,4.6,1,0
20210628237008067,2021-06-28,237008067,KT Clothing Studio,March,18,2020,2699,67974, 08:45:24,99,,1281,30902,2509,4.59,1,0
20210628443928985,2021-06-28,443928985,ccfan.ph,May,15,2021,183,48, 08:13:20,100,,0,72,1,4.93,0,0
20210628262503614,2021-06-28,262503614,juness.ph,May,15,2020,555,26615, 09:40:07,92,,212,7283,563,4.65,0,0
2021062869635896,2021-06-28,69635896,DD-ONE  Fashion shop,May,16,2018,212,14387, 10:39:00,80,"Pasay City,Metro Manila",161,10875,464,4.81,0,0
20210628455548857,2021-06-28,455548857,mr.monkey.ph,May,31,2021,598,35, 10:17:48,96,,0,1,0,5.0,0,0
20210628432495624,2021-06-28,432495624,old uncle,April,28,2021,83,216, 10:04:28,99,,1,63,4,4.76,0,0
20210628128494608,2021-06-28,128494608,T.F.H_FASHION,February,23,2019,350,6805, 09:31:01,88,"Pasay City,Metro Manila",214,11767,549,4.76,0,0
20210628280871312,2021-06-28,280871312,DBD Men's Clothing Store,July,3,2020,141,1081, 11:08:29,85,,14,267,36,4.5,0,0
2021062835902344,2021-06-28,35902344,SHOP HUILISHI,September,24,2017,225,58675, 12:37:07,83,"Pasay City,Metro Manila",747,61102,2087,4.82,1,0
2021062857235917,2021-06-28,57235917,INSPI,February,19,2018,610,788398, 08:15:07,100,"Quezon City,Metro Manila",5230,675204,15040,4.88,0,1
20210628302250255,2021-06-28,302250255,Zero Tide Hanbok,August,28,2020,631,11922, 09:46:05,96,,138,3919,323,4.63,0,0
2021062839587061,2021-06-28,39587061,wolfzone online shop,October,20,2017,552,32978, 11:12:31,65,"Bacoor,Cavite",1958,44594,3374,4.61,0,0
2021062836934404,2021-06-28,36934404,Forever Melody(PLUS SIZE),October,1,2017,514,154903, 10:10:32,87,"Taytay,Rizal",1154,57028,2713,4.76,0,0
20210628372895129,2021-06-28,372895129,haibinzoulu.ph,January,14,2021,128,1989, 08:37:34,100,,39,1748,91,4.73,1,0
20210628315447242,2021-06-28,315447242,liwen.ph,September,28,2020,170,787, 08:37:56,96,,36,297,32,4.35,0,0
2021062835371686,2021-06-28,35371686,maxi Dress,September,19,2017,405,201592, 10:24:27,89,"Binondo,Metro Manila",7876,107853,10874,4.47,0,0
20210628157053609,2021-06-28,157053609,love it shopping,June,21,2019,344,18604, 11:43:38,71,"Santa Cruz,Metro Manila",476,28443,1341,4.77,0,0
20210628311167337,2021-06-28,311167337,Korean House,September,18,2020,323,1267, 10:37:21,95,,16,575,43,4.66,0,0
20210628156756973,2021-06-28,156756973,huiluotuo.ph,June,20,2019,358,10322, 11:21:07,77,,338,6361,548,4.56,0,0
2021062850099473,2021-06-28,50099473,SIMPLE TSHIRT,December,28,2017,145,36101, 09:30:23,98,"Valenzuela City,Metro Manila",759,49309,1738,4.81,0,0
20210628307700422,2021-06-28,307700422,Fashion.Front,September,9,2020,365,6761, 09:20:27,100,,30,2323,83,4.82,0,0
20210628283754579,2021-06-28,283754579,No. 3 men's clothing store,July,10,2020,628,10990, 10:50:30,80,,311,4737,579,4.45,0,0
2021062859347195,2021-06-28,59347195,JUNE 29 shop,March,5,2018,390,12543, 11:56:46,64,"Bacoor,Cavite",887,20364,1457,4.62,0,0
2021062862404318,2021-06-28,62404318,LuckyFashion,March,26,2018,329,232895, 10:34:35,47,"Navotas City,Metro Manila",6786,309434,15169,4.74,0,0
20210628398300573,2021-06-28,398300573,ATS.shop,March,6,2021,32,165, 13:04:59,26,"Binondo,Metro Manila",8,516,33,4.74,0,0
2021062825811092,2021-06-28,25811092,angelcity.💋,June,17,2017,258,854216, 09:52:57,32,"Pasay City,Metro Manila",13236,697397,30410,4.77,0,0
20210628254758936,2021-06-28,254758936,Mr.H_Fashion Clothes,April,27,2020,360,16185, 10:12:12,97,,205,3006,313,4.48,0,0
20210628314266101,2021-06-28,314266101,Fat Brothers men's Store,September,25,2020,468,6696, 09:24:43,99,,172,3007,321,4.51,0,0
20210628331814357,2021-06-28,331814357,Pretty women fashion city,November,3,2020,248,20835, 10:49:57,75,"San Nicolas,Metro Manila",196,5811,467,4.64,1,0
20210628287258928,2021-06-28,287258928,Popular House,July,20,2020,75,131, 09:42:36,100,,17,310,26,4.6,0,0
20210628371422543,2021-06-28,371422543,Mollge,January,11,2021,78,3018, 09:44:14,99,,102,1706,144,4.54,0,0
20210628291088816,2021-06-28,291088816,Trixcy Angela’s Fashion Co.,July,31,2020,135,647, 11:19:09,83,"Taguig City,Metro Manila",10,601,23,4.82,0,0
2021062864909141,2021-06-28,64909141,ikon Bra Dress Crop top,April,13,2018,3513,197740, 11:02:09,99,,1826,101052,4871,4.77,0,0
20210628243356831,2021-06-28,243356831,CL Dress&Tops Shop,April,9,2020,367,3513, 12:22:38,95,,3,152,5,4.81,0,0
20210628420881087,2021-06-28,420881087,J&W Fashion,April,11,2021,149,434, 09:57:56,99,,2,41,1,4.74,1,0
20210628404554570,2021-06-28,404554570,huizhouhongji668,March,16,2021,11,1875, 09:08:57,100,"Sampaloc,Metro Manila",17,745,72,4.64,0,0
2021062811187885,2021-06-28,11187885,Little Market Manila,October,18,2016,478,73383, 11:59:49,89,"Caloocan City,Metro Manila",766,43428,2645,4.73,1,0
20210628161903557,2021-06-28,161903557,dress.shop,July,11,2019,486,30027, 10:07:36,73,"San Nicolas,Metro Manila",728,16193,1673,4.56,0,0
20210628381509084,2021-06-28,381509084,dreamers.ph,February,1,2021,49,238, 09:50:05,70,,0,123,7,4.79,0,0
2021062823250659,2021-06-28,23250659,Vida Swimwear,May,24,2017,1181,388122, 11:12:21,89,"Valenzuela City,Metro Manila",3592,445470,12456,4.86,1,0
2021062843841660,2021-06-28,43841660,peterang.999,November,17,2017,1522,64148, 12:10:46,57,"Tondo I / Ii,Metro Manila",815,105778,2100,4.89,0,0
2021062821422611,2021-06-28,21422611,Laureen Essentials,April,30,2017,57,449, 08:11:57,80,"Valenzuela City,Metro Manila",0,33,0,5.0,0,0
2021062849814692,2021-06-28,49814692,C&M shop.PH,December,26,2017,1910,201363, 10:47:28,91,,956,57744,2788,4.76,1,0
20210628275875058,2021-06-28,275875058,small__tomato.ph,June,19,2020,500,83892, 10:04:59,97,,433,19683,1098,4.74,0,0
20210628341350505,2021-06-28,341350505,xiaoran.ph,November,19,2020,969,47745, 09:02:22,99,,47,5553,132,4.88,1,0
20210628186784310,2021-06-28,186784310,xiaomaojia.ph--women fashion,October,9,2019,2380,137329, 10:04:56,100,,427,42982,1589,4.82,1,0
2021062821407329,2021-06-28,21407329,patriciacai,April,30,2017,165,18967, 09:14:17,95,"Binondo,Metro Manila",44,19200,221,4.94,1,0
20210628345537112,2021-06-28,345537112,Alice_.ph,November,26,2020,196,665, 09:26:40,95,,4,174,10,4.72,0,0
2021062838991357,2021-06-28,38991357,Fantasyshoppe,October,16,2017,400,40264, 11:24:09,85,"Binondo,Metro Manila",659,36042,1190,4.81,0,0
20210628130651949,2021-06-28,130651949,S & U,March,3,2019,391,46832, 11:01:51,85,"San Nicolas,Metro Manila",620,44653,1535,4.82,0,0
20210628369909059,2021-06-28,369909059,L19959678682.ph,January,8,2021,496,520, 13:02:10,64,,11,305,21,4.61,0,0
2021062846399675,2021-06-28,46399675,ABUBOT_PH,December,5,2017,426,1972718, 10:13:05,64,"Pasig City,Metro Manila",102120,2061341,151387,4.59,0,0
20210628325618926,2021-06-28,325618926,Be Young Life,October,21,2020,110,13522, 09:48:59,95,,27,2671,86,4.85,1,0
20210628126018720,2021-06-28,126018720,croptop korean top dress,February,12,2019,1455,74514, 11:19:55,95,,363,23669,987,4.8,1,0
20210628399808845,2021-06-28,399808845,LuoXuan.ph,March,9,2021,381,639, 10:12:52,88,,12,257,24,4.56,0,0
2021062816590993,2021-06-28,16590993,Adol Janet ,February,14,2017,473,507817, 12:59:26,74,"Binondo,Metro Manila",2500,294224,9546,4.84,0,0
2021062836754442,2021-06-28,36754442,KathrynClothing,September,30,2017,528,502467, 10:00:53,88,"Taytay,Rizal",4716,230278,10716,4.76,0,0
2021062864360491,2021-06-28,64360491,Yzkzks.ph,April,9,2018,644,79433, 10:26:56,92,"Pasay City,Metro Manila",384,54882,1154,4.89,0,0
2021062855748694,2021-06-28,55748694,SS Swim Shop Fashion,February,7,2018,300,1561698, 10:07:06,84,"Taytay,Rizal",24730,1226236,62218,4.75,0,0
20210628449754824,2021-06-28,449754824,Beauty girl clothing store,May,23,2021,173,394, 08:48:54,90,,0,13,2,4.6,0,0
20210628449182992,2021-06-28,449182992,Yacent_thrift_Clo,May,22,2021,13,52, 08:37:39,97,"Legazpi City,Albay",0,3,0,5.0,0,0
2021062810377223,2021-06-28,10377223,R&O RedOrange,September,27,2016,220,700559, 08:31:53,89,"Pasay City,Metro Manila",4912,1132607,19069,4.91,1,0
20210628416886409,2021-06-28,416886409,vaapo.ph,April,4,2021,610,212, 09:15:47,94,,0,33,0,4.94,1,0
20210628396605392,2021-06-28,396605392,Akistore.ph,March,3,2021,81,65, 08:02:03,89,,0,4,0,5.0,0,0
20210628291022738,2021-06-28,291022738,sy.maII,July,31,2020,135,3298, 11:42:18,10,"Paranaque City,Metro Manila",511,4300,613,4.3,0,0
2021062829392066,2021-06-28,29392066,Clairecvc Shop,August,2,2017,1083,43264, 12:56:46,48,"Binondo,Metro Manila",1954,102841,3974,4.78,0,0
20210628456337069,2021-06-28,456337069,Harajuku T-shirt,June,1,2021,58,126, 11:59:08,48,"Quezon City,Metro Manila",6,82,6,4.51,0,0
20210706266802542,2021-07-06,266802542,SHUFU.PH | Fashion Women's,May,26,2020,168,3409, 08:39:46,92,,9,569,24,4.77,0,0
2021070670189884,2021-07-06,70189884,annathearon,May,19,2018,394,8241, 08:56:53,91,"Quezon City,Metro Manila",217,9657,430,4.78,0,0
20210706381509084,2021-07-06,381509084,dreamers.ph,February,1,2021,42,241, 09:25:07,65,,0,130,7,4.8,0,0
2021070638991357,2021-07-06,38991357,Fantasyshoppe,October,16,2017,403,41672, 11:32:13,86,"Binondo,Metro Manila",668,36447,1209,4.81,0,0
20210706383858880,2021-07-06,383858880,mayushop.ph,February,5,2021,17,71, 08:26:48,84,"Quezon City,Metro Manila",1,21,0,4.77,0,0
2021070646399675,2021-07-06,46399675,ABUBOT_PH,December,5,2017,430,2039888, 10:20:00,68,"Pasig City,Metro Manila",102833,2105670,153076,4.59,0,0
20210706461815350,2021-07-06,461815350,DSKJAA.ph,June,8,2021,868,71, 08:47:31,100,,0,0,0,,0,0
20210706371849079,2021-07-06,371849079,BT pantie & underwear.ph,January,12,2021,122,154, 08:47:03,94,,0,6,0,5.0,0,0
20210706287789175,2021-07-06,287789175,libin888.ph,July,22,2020,276,12161, 11:49:58,85,,73,3144,214,4.71,1,0
20210706375489956,2021-07-06,375489956,Top Wolf Clothing.ph,January,19,2021,311,86, 10:00:57,76,,0,41,2,4.86,0,0
20210706203572725,2021-07-06,203572725,DNEMNLPH,November,27,2019,413,164662, 11:16:19,92,"Cainta,Rizal",183,22260,694,4.84,1,0
20210706214411474,2021-07-06,214411474,tantanyf.ph ,December,27,2019,248,27191, 09:41:11,87,,37,3543,86,4.86,0,0
20210706449754824,2021-07-06,449754824,Beauty girl clothing store,May,23,2021,187,600, 08:53:57,96,,1,29,3,4.61,1,0
20210706312874722,2021-07-06,312874722,Shopping Center boutique,September,22,2020,206,142916, 10:16:18,73,"San Nicolas,Metro Manila",906,33516,2515,4.68,1,0
20210706313565900,2021-07-06,313565900,zhufeng2.ph,September,23,2020,243,1125, 09:31:38,98,,7,700,36,4.77,0,0
2021070636637203,2021-07-06,36637203,terno skirt dress,September,29,2017,151,123395, 10:17:43,76,"San Nicolas,Metro Manila",2561,64800,5546,4.61,1,0
2021070635346563,2021-07-06,35346563,swim suit NO1,September,19,2017,332,75628, 10:40:13,73,"San Nicolas,Metro Manila",1753,45412,3381,4.61,0,0
20210706285109174,2021-07-06,285109174,Shara’s Fashion,July,14,2020,61,3463, 10:26:03,77,"Las Pinas City,Metro Manila",11,1810,40,4.89,0,0
2021070610352760,2021-07-06,10352760,Shoppecorn,September,26,2016,357,70147, 11:55:58,84,"Paranaque City,Metro Manila",722,33438,1756,4.74,1,0
2021070639345649,2021-07-06,39345649,HESTIA  CLOSET 🌸,October,19,2017,40,27827, 10:44:35,31,"Navotas City,Metro Manila",85,10177,374,4.84,0,0
20210706122612617,2021-07-06,122612617,Arlyn.corpuz,January,25,2019,257,1649, 11:22:33,69,"Binondo,Metro Manila",3,65,6,4.58,0,0
20210706382931801,2021-07-06,382931801,Stop And Shop Fashion,February,3,2021,154,39669, 09:25:24,90,"Taytay,Rizal",1534,21058,2422,4.45,0,0
20210706373517388,2021-07-06,373517388,Posh mo yan,January,15,2021,126,2019, 09:27:10,99,"Antipolo City,Rizal",23,1362,53,4.81,0,0
2021070611314636,2021-07-06,11314636,Lush Tiangge RTW Supplier,October,21,2016,199,33258, 11:37:10,11,"Taytay,Rizal",172,23801,547,4.88,0,0
20210706373953071,2021-07-06,373953071,LK Shop ph,January,16,2021,110,25806, 10:08:14,67,"Valenzuela City,Metro Manila",88,20858,520,4.88,0,0
20210706190087960,2021-07-06,190087960,Bella Hermosa Apparel Co.,October,20,2019,64,824, 09:48:38,95,"Taytay,Rizal",8,578,41,4.75,0,0
20210706111406552,2021-07-06,111406552,YD Friend.PH,December,6,2018,320,17949, 11:40:48,49,"Pasay City,Metro Manila",1623,42765,3444,4.63,0,0
20210706133659038,2021-07-06,133659038,VAMPIRE ONLINE PH,March,16,2019,246,80844, 11:09:45,74,"Taytay,Rizal",1944,37343,3104,4.57,0,0
20210706415653911,2021-07-06,415653911,Trend Craze Ph,April,3,2021,21,661, 10:54:39,60,"Binondo,Metro Manila",7,396,23,4.76,0,0
20210706326225532,2021-07-06,326225532,Duolin Apparel Store,October,22,2020,251,32608, 08:40:43,100,,89,13150,245,4.9,1,0
20210706149749719,2021-07-06,149749719,BSCO® PH,May,23,2019,1133,93544, 11:44:18,39,"Sampaloc,Metro Manila",113,7012,261,4.81,0,0
20210706312059830,2021-07-06,312059830,Mezz8 Garments,September,20,2020,164,8151, 13:11:38,16,"Quezon City,Metro Manila",33,3458,155,4.82,0,0
20210706383340326,2021-07-06,383340326,lovely.thrift.finds,February,4,2021,27,20, 09:52:01,79,"Marikina City,Metro Manila",0,17,0,5.0,0,0
2021070619100527,2021-07-06,19100527,Mumu,March,28,2017,309,1683907, 10:19:30,74,"Valenzuela City,Metro Manila",21997,3403406,63473,4.89,1,0
2021070634456815,2021-07-06,34456815,⭐️Pink Star Korea Fashion,September,11,2017,382,37346, 10:42:56,75,"Pasay City,Metro Manila",144,16561,457,4.86,0,0
